"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"[[ice]] age won't [[drop]] your jaw , but it will [[warm]] your heart , and i'm giving it a strong thumbs up .","[[icing]] age won't [[slumps]] your jaw , but it will [[warming]] your heart , and i'm giving it a strong thumbs up .",0.0024992823600769043,0.002720355987548828,1,1,1,58,"Failed"
"like [[kissing]] jessica stein , amy's orgasm has a [[key]] strength in its willingness to [[explore]] its [[principal]] [[characters]] with honesty , insight and [[humor]] .","like [[kiss]] jessica stein , amy's orgasm has a [[fundamental]] strength in its willingness to [[examine]] its [[main]] [[nature]] with honesty , insight and [[humour]] .",0.0008598566055297852,0.0016345381736755371,1,1,1,736,"Failed"
"the lady and the duke is eric rohmer's [[economical]] antidote to the [[bloated]] costume drama","the lady and the duke is eric rohmer's [[thrifty]] antidote to the [[inflated]] costume drama",0.005572676658630371,0.9645243883132935,1,0,1,70,"Successful"
"one of the year's best [[films]] , featuring an oscar-worthy performance by julianne moore .","one of the year's best [[movie]] , featuring an oscar-worthy performance by julianne moore .",0.0006947517395019531,0.000752568244934082,1,1,1,5,"Failed"
"a [[small]] gem from belgium .","a [[little]] gem from belgium .",0.0020765066146850586,0.0010406970977783203,1,1,1,2,"Failed"
"[[combines]] a comically [[dismal]] [[social]] [[realism]] with a farcically bawdy fantasy of redemption and regeneration .","[[merges]] a comically [[gloomy]] [[societal]] [[realist]] with a farcically bawdy fantasy of redemption and regeneration .",0.004234910011291504,0.040305376052856445,1,1,1,151,"Failed"
"a soap-opera quality twist in the last 20 minutes . . . almost puts the kibosh on what is otherwise a sumptuous work of b-movie imagination .","a soap-opera quality twist in the last 20 minutes . . . almost puts the kibosh on what is otherwise a sumptuous work of b-movie imagination .",0.9994104504585266,0.9994104504585266,0,0,1,1,"Skipped"
"the most [[ingenious]] [[film]] comedy since being john malkovich .","the most [[resourceful]] [[movie]] comedy since being john malkovich .",0.00045543909072875977,0.0008285045623779297,1,1,1,17,"Failed"
"there's something to be said for a studio-produced film that never bothers to hand viewers a suitcase full of easy answers .","there's something to be said for a studio-produced film that never bothers to hand viewers a suitcase full of easy answers .",0.9996370077133179,0.9996370077133179,0,0,1,1,"Skipped"
"a movie where story is almost an afterthought amidst a swirl of colors and inexplicable events .","a movie where story is almost an afterthought amidst a swirl of colors and inexplicable events .",0.9993113279342651,0.9993113279342651,0,0,1,1,"Skipped"
"manages to accomplish what few sequels can -- it [[equals]] the [[original]] and in some [[ways]] even betters it .","manages to accomplish what few sequels can -- it [[equal]] the [[originals]] and in some [[pathways]] even betters it .",0.003793954849243164,0.0030164122581481934,1,1,1,21,"Failed"
"to call this one an eventual cult classic would be an understatement , and woe is the horror fan who opts to overlook this goofily endearing and well-lensed gorefest .","to call this one an eventual cult classic would be an understatement , and woe is the horror fan who opts to overlook this goofily endearing and well-lensed gorefest .",0.9993058443069458,0.9993058443069458,0,0,1,1,"Skipped"
"jolie [[gives]] it that [[extra]] [[little]] something that makes it worth [[checking]] out at [[theaters]] , especially if you're in the mood for something more [[comfortable]] than challenging .","jolie [[affords]] it that [[additional]] [[small]] something that makes it worth [[audited]] out at [[theatre]] , especially if you're in the mood for something more [[cozy]] than challenging .",0.00552058219909668,0.011837184429168701,1,1,1,342,"Failed"
"although melodramatic and predictable , this romantic comedy [[explores]] the [[friendship]] between five filipino-americans and their frantic [[efforts]] to [[find]] [[love]] .","although melodramatic and predictable , this romantic comedy [[exploring]] the [[amistad]] between five filipino-americans and their frantic [[endeavors]] to [[unearth]] [[loves]] .",0.003916740417480469,0.10728985071182251,1,1,1,317,"Failed"
"i have a new favorite musical -- and i'm not even a fan of the genre","i have a new favorite musical -- and i'm not even a fan of the genre",0.9987711906433105,0.9987711906433105,0,0,1,1,"Skipped"
"it's unlikely we'll see a better thriller this year .","it's unlikely we'll see a better thriller this year .",0.998732328414917,0.998732328414917,0,0,1,1,"Skipped"
"there is a [[real]] [[subject]] here , and it is handled with intelligence and [[care]] .","there is a [[actual]] [[subjected]] here , and it is handled with intelligence and [[caring]] .",0.002577662467956543,0.002370476722717285,1,1,1,40,"Failed"
"jason patric and ray liotta make for one [[splendidly]] cast pair .","jason patric and ray liotta make for one [[beautifully]] cast pair .",0.004255473613739014,0.003584623336791992,1,1,1,3,"Failed"
"noyce creates a [[film]] of near-hypnotic [[physical]] beauty even as he tells a [[story]] as [[horrifying]] as any in the heart-breakingly [[extensive]] annals of white-on-black racism .","noyce creates a [[filmmaking]] of near-hypnotic [[corporal]] beauty even as he tells a [[stories]] as [[hideous]] as any in the heart-breakingly [[broad]] annals of white-on-black racism .",0.0007634162902832031,0.002731800079345703,1,1,1,552,"Failed"
"starts slowly , but adrien brody  in the title role  [[helps]] make the film's [[conclusion]] [[powerful]] and satisfying .","starts slowly , but adrien brody  in the title role  [[assists]] make the film's [[concluding]] [[mighty]] and satisfying .",0.0015913844108581543,0.0017584562301635742,1,1,1,131,"Failed"
"very predictable but still [[entertaining]]","very predictable but still [[amusing]]",0.007269442081451416,0.007556617259979248,1,1,1,2,"Failed"
"nothing short of a masterpiece -- and a [[challenging]] one .","nothing short of a masterpiece -- and a [[challenge]] one .",0.0007039308547973633,0.0007275938987731934,1,1,1,2,"Failed"
"pratfalls aside , barbershop [[gets]] its [[greatest]] [[play]] from the [[timeless]] spectacle of people [[really]] talking to each other .","pratfalls aside , barbershop [[obtains]] its [[biggest]] [[playing]] from the [[undying]] spectacle of people [[genuinely]] talking to each other .",0.0008019804954528809,0.001093149185180664,1,1,1,419,"Failed"
"this amiable [[picture]] [[talks]] [[tough]] , but it's all bluster -- in the end it's as sweet as greenfingers . . .","this amiable [[image]] [[conversation]] [[harsh]] , but it's all bluster -- in the end it's as sweet as greenfingers . . .",0.025522887706756592,0.7742029428482056,1,0,1,358,"Successful"
"this is one of [[mr]] . chabrol's subtlest [[works]] , but also one of his most uncanny .","this is one of [[herr]] . chabrol's subtlest [[collaborate]] , but also one of his most uncanny .",0.0009130239486694336,0.0012819766998291016,1,1,1,18,"Failed"
"an engrossing [[iranian]] [[film]] about two itinerant [[teachers]] and some lost and desolate people they encounter in a [[place]] where war has savaged the lives and liberties of the poor and the [[dispossessed]] .","an engrossing [[iranians]] [[movie]] about two itinerant [[educators]] and some lost and desolate people they encounter in a [[placing]] where war has savaged the lives and liberties of the poor and the [[indigent]] .",0.0006706714630126953,0.0004916191101074219,1,1,1,221,"Failed"
"even though we know the outcome , the seesawing of the general's fate in the arguments of competing lawyers has the stomach-knotting [[suspense]] of a legal thriller , while the testimony of witnesses lends the film a resonant undertone of tragedy .","even though we know the outcome , the seesawing of the general's fate in the arguments of competing lawyers has the stomach-knotting [[sufferance]] of a legal thriller , while the testimony of witnesses lends the film a resonant undertone of tragedy .",0.004518389701843262,0.9114354848861694,1,0,1,24,"Successful"
"watching spirited away is like watching an eastern imagination [[explode]] .","watching spirited away is like watching an eastern imagination [[blowup]] .",0.005111277103424072,0.9959845542907715,1,0,1,4,"Successful"
"as relationships [[shift]] , director robert j . siegel [[allows]] the [[characters]] to inhabit their world without cleaving to a [[narrative]] arc .","as relationships [[shifts]] , director robert j . siegel [[allowed]] the [[personages]] to inhabit their world without cleaving to a [[narration]] arc .",0.001689314842224121,0.003514409065246582,1,1,1,179,"Failed"
"twohy knows how to inflate the mundane into the scarifying , and [[gets]] full mileage out of the [[rolling]] of a stray barrel or the [[unexpected]] [[blast]] of a phonograph [[record]] .","twohy knows how to inflate the mundane into the scarifying , and [[obtains]] full mileage out of the [[roll]] of a stray barrel or the [[unannounced]] [[blasting]] of a phonograph [[recording]] .",0.0058675408363342285,0.047397613525390625,1,1,1,527,"Failed"
"while the story does seem pretty [[unbelievable]] at times , it's [[awfully]] entertaining to watch .","while the story does seem pretty [[amazing]] at times , it's [[dreadfully]] entertaining to watch .",0.005174756050109863,0.9841978549957275,1,0,1,157,"Successful"
"a [[smart]] and funny , [[albeit]] [[sometimes]] superficial , cautionary tale of a [[technology]] in [[search]] of an artist .","a [[brainy]] and funny , [[while]] [[occasionally]] superficial , cautionary tale of a [[technological]] in [[searches]] of an artist .",0.004064798355102539,0.0865776538848877,1,1,1,810,"Failed"
"[[examines]] its explosive subject matter as nonjudgmentally as wiseman's [[previous]] studies of inner-city high schools , [[hospitals]] , [[courts]] and welfare [[centers]] .","[[examine]] its explosive subject matter as nonjudgmentally as wiseman's [[beforehand]] studies of inner-city high schools , [[hospital]] , [[court]] and welfare [[facility]] .",0.00884544849395752,0.13533079624176025,1,1,1,331,"Failed"
"i prefer soderbergh's concentration on his two lovers over tarkovsky's mostly male , mostly patriarchal debating societies .","i prefer soderbergh's concentration on his two lovers over tarkovsky's mostly male , mostly patriarchal debating societies .",0.9894581437110901,0.9894581437110901,0,0,1,1,"Skipped"
"'if you are in the mood for an intelligent weepy , it can easily worm its [[way]] into your heart . '","'if you are in the mood for an intelligent weepy , it can easily worm its [[manner]] into your heart . '",0.030373871326446533,0.6211966276168823,1,0,1,11,"Successful"
"in imax in short , it's just as [[wonderful]] on the [[big]] screen .","in imax in short , it's just as [[splendid]] on the [[large]] screen .",0.000987410545349121,0.0014875531196594238,1,1,1,88,"Failed"
"does a good [[job]] of establishing a time and [[place]] , and of telling a [[fascinating]] character's [[story]] .","does a good [[jobs]] of establishing a time and [[placing]] , and of telling a [[exciting]] character's [[stories]] .",0.0009086132049560547,0.0016160011291503906,1,1,1,151,"Failed"
"i'm going to give it a [[marginal]] thumbs up . i liked it just enough .","i'm going to give it a [[minor]] thumbs up . i liked it just enough .",0.009711861610412598,0.003347337245941162,1,1,1,2,"Failed"
"those of you who don't believe in santa claus probably also think that sequels can never capture the magic of the original . well , this movie proves you wrong on both counts .","those of you who don't believe in santa claus probably also think that sequels can never capture the magic of the original . well , this movie proves you wrong on both counts .",0.9515652060508728,0.9515652060508728,0,0,1,1,"Skipped"
"a [[deliciously]] nonsensical comedy about a city coming [[apart]] at its seams .","a [[exquisitely]] nonsensical comedy about a city coming [[additionally]] at its seams .",0.0011178851127624512,0.0019137859344482422,1,1,1,14,"Failed"
"the [[rare]] imax movie that you'll wish was longer than an hour .","the [[uncommon]] imax movie that you'll wish was longer than an hour .",0.013448953628540039,0.9872206449508667,1,0,1,9,"Successful"
"my wife's plotting is nothing special ; it's the delivery that [[matters]] here .","my wife's plotting is nothing special ; it's the delivery that [[issues]] here .",0.2716812491416931,0.9965934157371521,1,0,1,5,"Successful"
"i've yet to find an actual vietnam war combat movie actually produced by either the north or south vietnamese , but at least now we've got something pretty damn close .","i've yet to find an actual vietnam war combat movie actually produced by either the north or south vietnamese , but at least now we've got something pretty damn close .",0.9339798092842102,0.9339798092842102,0,0,1,1,"Skipped"
"a moving and not infrequently [[breathtaking]] film .","a moving and not infrequently [[impressive]] film .",0.0015741586685180664,0.9965816140174866,1,0,1,10,"Successful"
"it's a [[sharp]] movie about otherwise dull subjects .","it's a [[steep]] movie about otherwise dull subjects .",0.00813758373260498,0.9991025328636169,1,0,1,12,"Successful"
"[an] absorbing documentary .","[an] absorbing documentary .",0.0007040500640869141,0.0007040500640869141,1,1,1,1,"Failed"
"it's like rocky and bullwinkle on speed , but that's neither completely enlightening , nor does it catch the intensity of the movie's strangeness .","it's like rocky and bullwinkle on speed , but that's neither completely enlightening , nor does it catch the intensity of the movie's strangeness .",0.9981629252433777,0.9981629252433777,0,0,1,1,"Skipped"
"as action-adventure , this space-based [[homage]] to robert [[louis]] stevenson's treasure island fires on all plasma [[conduits]] .","as action-adventure , this space-based [[tribute]] to robert [[louie]] stevenson's treasure island fires on all plasma [[pipelines]] .",0.0005005598068237305,0.003936588764190674,1,1,1,68,"Failed"
"a melancholy , [[emotional]] [[film]] .","a melancholy , [[sentimental]] [[movie]] .",0.00038301944732666016,0.0009011030197143555,1,1,1,6,"Failed"
"while the [[filmmaking]] may be a [[bit]] disjointed , the subject matter is so [[fascinating]] that you won't [[care]] .","while the [[cinema]] may be a [[bite]] disjointed , the subject matter is so [[exciting]] that you won't [[caring]] .",0.001419663429260254,0.0013290643692016602,1,1,1,186,"Failed"
"[[intensely]] romantic , thought-provoking and even an engaging [[mystery]] .","[[intensively]] romantic , thought-provoking and even an engaging [[enigma]] .",0.0005589127540588379,0.0004355311393737793,1,1,1,9,"Failed"
"goofy , nutty , [[consistently]] funny . and [[educational]] !","goofy , nutty , [[perpetually]] funny . and [[instructional]] !",0.0013695955276489258,0.001885533332824707,1,1,1,14,"Failed"
"not a schlocky creature [[feature]] but something far more [[stylish]] and cerebral--and , hence , more chillingly [[effective]] .","not a schlocky creature [[featured]] but something far more [[stylishly]] and cerebral--and , hence , more chillingly [[efficacious]] .",0.001344919204711914,0.0019887685775756836,1,1,1,74,"Failed"
"another in a [[long]] line of ultra-violent war [[movies]] , this one is not quite what it could [[have]] been as a [[film]] , but the [[story]] and [[theme]] make up for it .","another in a [[lengthy]] line of ultra-violent war [[filmmaking]] , this one is not quite what it could [[ha]] been as a [[movies]] , but the [[tale]] and [[topic]] make up for it .",0.003782331943511963,0.004593968391418457,1,1,1,349,"Failed"
"it leaves [[little]] doubt that kidman [[has]] become one of our best actors .","it leaves [[small]] doubt that kidman [[ha]] become one of our best actors .",0.0031023025512695312,0.008731961250305176,1,1,1,5,"Failed"
"the [[film]] boasts [[dry]] humor and jarring shocks , plus moments of [[breathtaking]] [[mystery]] .","the [[films]] boasts [[dried]] humor and jarring shocks , plus moments of [[impressive]] [[enigma]] .",0.0005784034729003906,0.025359809398651123,1,1,1,243,"Failed"
"[[beautifully]] directed and convincingly acted .","[[splendidly]] directed and convincingly acted .",0.0005552172660827637,0.0007184147834777832,1,1,1,10,"Failed"
"gambling and [[throwing]] a basketball game for [[money]] isn't a [[new]] plot -- in fact toback himself used it in [[black]] and white . but toback's deranged immediacy makes it [[seem]] fresh again .","gambling and [[pelting]] a basketball game for [[cash]] isn't a [[newest]] plot -- in fact toback himself used it in [[negro]] and white . but toback's deranged immediacy makes it [[seems]] fresh again .",0.008023679256439209,0.005750536918640137,1,1,1,156,"Failed"
"in the director's [[cut]] , the film is not only a [[love]] song to the [[movies]] but it also is more [[fully]] an [[example]] of the [[kind]] of [[lush]] , all-enveloping [[movie]] [[experience]] it rhapsodizes .","in the director's [[cutting]] , the film is not only a [[adore]] song to the [[movie]] but it also is more [[completely]] an [[examples]] of the [[sort]] of [[luxuriant]] , all-enveloping [[movies]] [[experiences]] it rhapsodizes .",0.00043088197708129883,0.016651034355163574,1,1,1,1880,"Failed"
"bring on the sequel .","bring on the sequel .",0.9148697853088379,0.9148697853088379,0,0,1,1,"Skipped"
"graced with the [[kind]] of [[social]] texture and [[realism]] that would be foreign in american [[teen]] comedies .","graced with the [[sorts]] of [[societal]] texture and [[realist]] that would be foreign in american [[teenaged]] comedies .",0.002176523208618164,0.21661758422851562,1,1,1,315,"Failed"
"if we sometimes need comforting fantasies about mental illness , we also need movies like tim mccann's revolution no . 9 .","if we sometimes need comforting fantasies about mental illness , we also need movies like tim mccann's revolution no . 9 .",0.5980442762374878,0.5980442762374878,0,0,1,1,"Skipped"
"the [[film]] occasionally [[tries]] the viewer's patience with [[slow]] pacing and a main character who sometimes defies sympathy , but it [[ultimately]] [[satisfies]] with its moving [[story]] .","the [[movies]] occasionally [[attempts]] the viewer's patience with [[slowing]] pacing and a main character who sometimes defies sympathy , but it [[eventually]] [[meets]] with its moving [[tales]] .",0.002384662628173828,0.21186929941177368,1,1,1,1171,"Failed"
"a big-budget/all-star [[movie]] as unblinkingly [[pure]] as the hours is a distinct rarity , and an [[event]] .","a big-budget/all-star [[filmmaking]] as unblinkingly [[sheer]] as the hours is a distinct rarity , and an [[events]] .",0.000596165657043457,0.0022980570793151855,1,1,1,91,"Failed"
". . . certainly an entertaining ride , despite many talky , slow scenes . but something seems to be missing . a sense of real magic , perhaps .",". . . certainly an entertaining ride , despite many talky , slow scenes . but something seems to be missing . a sense of real magic , perhaps .",0.9979559779167175,0.9979559779167175,0,0,1,1,"Skipped"
"that haynes can both [[maintain]] and dismantle the facades that his [[genre]] and his [[character]] [[construct]] is a wonderous [[accomplishment]] of [[veracity]] and [[narrative]] grace .","that haynes can both [[keep]] and dismantle the facades that his [[genera]] and his [[characters]] [[constructed]] is a wonderous [[accomplishments]] of [[truthfulness]] and [[narration]] grace .",0.0012205243110656738,0.0007791519165039062,1,1,1,764,"Failed"
"the movie worked for me right up to the final scene , and then it caved in .","the movie worked for me right up to the final scene , and then it caved in .",0.9983205199241638,0.9983205199241638,0,0,1,1,"Skipped"
". . . one of the most [[entertaining]] [[monster]] [[movies]] in ages . . .",". . . one of the most [[amusing]] [[monsters]] [[filmmaking]] in ages . . .",0.0007964968681335449,0.0007216334342956543,1,1,1,59,"Failed"
"plunges you into a [[reality]] that is , more [[often]] then not , [[difficult]] and [[sad]] , and then , without sentimentalizing it or [[denying]] its [[brutality]] , transforms that reality into a lyrical and [[celebratory]] [[vision]] .","plunges you into a [[realities]] that is , more [[frequently]] then not , [[knotty]] and [[sorrowful]] , and then , without sentimentalizing it or [[rejecting]] its [[barbarity]] , transforms that reality into a lyrical and [[festive]] [[conception]] .",0.00045245885848999023,0.0005494952201843262,1,1,1,937,"Failed"
"would you laugh if a tuba-playing dwarf rolled down a hill in a [[trash]] can ? do you chuckle at the thought of an ancient librarian whacking a certain part of a man's body ? if you answered [[yes]] , by all means enjoy the [[new]] guy .","would you laugh if a tuba-playing dwarf rolled down a hill in a [[rubbish]] can ? do you chuckle at the thought of an ancient librarian whacking a certain part of a man's body ? if you answered [[yup]] , by all means enjoy the [[newer]] guy .",0.12730973958969116,0.5261015892028809,1,0,1,702,"Successful"
"the [[film]] is . . . determined to [[treat]] its [[characters]] , [[weak]] and strong , as fallible human beings , not [[caricatures]] , and to [[carefully]] delineate the [[cost]] of the inevitable [[conflicts]] between human urges and an [[institution]] concerned with self-preservation .","the [[movie]] is . . . determined to [[treated]] its [[character]] , [[feeble]] and strong , as fallible human beings , not [[cartoons]] , and to [[scrupulously]] delineate the [[costing]] of the inevitable [[disputes]] between human urges and an [[establishments]] concerned with self-preservation .",0.0007924437522888184,0.009217560291290283,1,1,1,2094,"Failed"
"missteps take what was otherwise a fascinating , riveting story and send it down the path of the mundane .","missteps take what was otherwise a fascinating , riveting story and send it down the path of the mundane .",0.9953575730323792,0.9953575730323792,0,0,1,1,"Skipped"
"an [[indispensable]] peek at the art and the agony of making people [[laugh]] .","an [[essential]] peek at the art and the agony of making people [[laughing]] .",0.0007086992263793945,0.0005481839179992676,1,1,1,11,"Failed"
"[[steadfastly]] uncinematic but [[powerfully]] [[dramatic]] .","[[decisively]] uncinematic but [[steadfastly]] [[spectacular]] .",0.0005370974540710449,0.0012066364288330078,1,1,1,23,"Failed"
"the engagingly [[primitive]] animated special effects [[contribute]] to a mood that's sustained through the [[surprisingly]] [[somber]] [[conclusion]] .","the engagingly [[primal]] animated special effects [[contributing]] to a mood that's sustained through the [[remarkably]] [[morose]] [[concluding]] .",0.0011655688285827637,0.002512693405151367,1,1,1,639,"Failed"
"made-up lampoons the moviemaking process itself , while shining a not particularly flattering spotlight on america's skin-deep notions of pulchritude .","made-up lampoons the moviemaking process itself , while shining a not particularly flattering spotlight on america's skin-deep notions of pulchritude .",0.9990792870521545,0.9990792870521545,0,0,1,1,"Skipped"
"[[evokes]] the 19th century with a subtlety that is an object lesson in [[period]] [[filmmaking]] .","[[raises]] the 19th century with a subtlety that is an object lesson in [[periods]] [[film]] .",0.0003600120544433594,0.00034749507904052734,1,1,1,62,"Failed"
"ya-yas everywhere will [[forgive]] the [[flaws]] and [[love]] the [[film]] .","ya-yas everywhere will [[pardon]] the [[deficiencies]] and [[adore]] the [[movie]] .",0.0010266304016113281,0.0030153393745422363,1,1,1,266,"Failed"
"the film's best trick is the way that it treats conspiracy as a kind of political blair witch , a monstrous murk that haunts us precisely because it can never be seen .","the film's best trick is the way that it treats conspiracy as a kind of political blair witch , a monstrous murk that haunts us precisely because it can never be seen .",0.9967918395996094,0.9967918395996094,0,0,1,1,"Skipped"
"the artwork is [[spectacular]] and unlike most animaton from [[japan]] , the [[characters]] move with grace and panache .","the artwork is [[impressive]] and unlike most animaton from [[japanese]] , the [[traits]] move with grace and panache .",0.002697467803955078,0.003685891628265381,1,1,1,127,"Failed"
"the picture's fascinating byways are littered with trenchant satirical jabs at the peculiar egocentricities of the acting breed .","the picture's fascinating byways are littered with trenchant satirical jabs at the peculiar egocentricities of the acting breed .",0.7457597851753235,0.7457597851753235,0,0,1,1,"Skipped"
"the modern remake of dumas's story is long on narrative and ( too ) short on action .","the modern remake of dumas's story is long on narrative and ( too ) short on action .",0.9984938502311707,0.9984938502311707,0,0,1,1,"Skipped"
"fred schepisi's [[film]] is paced at a [[speed]] that is [[slow]] to those of us in middle age and [[deathly]] slow to any [[teen]] . with a [[cast]] of a-list brit actors , it is worth searching out .","fred schepisi's [[movie]] is paced at a [[speeding]] that is [[slowing]] to those of us in middle age and [[mortally]] slow to any [[teenage]] . with a [[casting]] of a-list brit actors , it is worth searching out .",0.002296149730682373,0.005230247974395752,1,1,1,1147,"Failed"
"suffers from its timid parsing of the barn-side target of sons trying to breach gaps in their relationships with their fathers .","suffers from its timid parsing of the barn-side target of sons trying to breach gaps in their relationships with their fathers .",0.9989185333251953,0.9989185333251953,0,0,1,1,"Skipped"
"nonchalantly freaky and uncommonly [[pleasurable]] , [[warm]] water may well be the year's best and most [[unpredictable]] comedy .","nonchalantly freaky and uncommonly [[pleasant]] , [[warming]] water may well be the year's best and most [[unforeseeable]] comedy .",0.007544755935668945,0.532325804233551,1,0,1,136,"Successful"
"it's like an old warner bros . costumer jived with sex -- this could be the movie errol flynn always wanted to make , though bette davis , cast as joan , would have killed him .","it's like an old warner bros . costumer jived with sex -- this could be the movie errol flynn always wanted to make , though bette davis , cast as joan , would have killed him .",0.9926207661628723,0.9926207661628723,0,0,1,1,"Skipped"
"it's a [[great]] [[american]] adventure and a [[wonderful]] [[film]] to bring to imax .","it's a [[tremendous]] [[america]] adventure and a [[sumptuous]] [[movie]] to bring to imax .",0.0005909204483032227,0.0007104873657226562,1,1,1,270,"Failed"
"satisfyingly scarifying , fresh and old-fashioned at the same time .","satisfyingly scarifying , fresh and old-fashioned at the same time .",0.000644981861114502,0.000644981861114502,1,1,1,1,"Failed"
"[[oh]] , james ! your 20th outing [[shows]] off a [[lot]] of stamina and vitality , and get this , madonna's cameo doesn't [[suck]] !","[[ah]] , james ! your 20th outing [[show]] off a [[batches]] of stamina and vitality , and get this , madonna's cameo doesn't [[sucking]] !",0.0033072233200073242,0.007223963737487793,1,1,1,155,"Failed"
"a [[genuine]] mind-bender .","a [[true]] mind-bender .",0.0021020174026489258,0.09575444459915161,1,1,1,3,"Failed"
